age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,capital,income
64,Self-emp-not-inc,388625,10th,Married-civ-spouse,Prof-specialty,Husband,White,Male,10,United-States,0,>50K
55,Private,200453,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,<=50K
32,Private,168854,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,54,United-States,0,<=50K
40,Private,190621,Some-college,Divorced,Exec-managerial,Other-relative,Black,Female,55,United-States,0,<=50K
45,?,144354,9th,Separated,?,Own-child,Black,Male,40,United-States,0,<=50K
46,?,202560,HS-grad,Married-civ-spouse,?,Wife,White,Female,40,United-States,0,>50K
47,Private,151826,10th,Divorced,Tech-support,Unmarried,Black,Female,38,United-States,0,<=50K
34,Private,340917,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,?,2829,<=50K
55,Self-emp-inc,138594,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,-1977,>50K
25,State-gov,261979,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,<=50K
41,Self-emp-inc,160120,Doctorate,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,Taiwan,0,>50K
30,Private,103596,HS-grad,Never-married,Protective-serv,Not-in-family,White,Male,99,United-States,0,<=50K
19,Private,277695,Preschool,Never-married,Farming-fishing,Not-in-family,White,Male,36,Mexico,0,<=50K
18,Private,127273,11th,Never-married,Other-service,Other-relative,White,Male,20,United-States,0,<=50K
31,Private,433788,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,>50K
42,Private,29702,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
38,Private,172927,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,<=50K
54,Private,231004,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,37,United-States,0,<=50K
47,Local-gov,162595,Some-college,Married-spouse-absent,Craft-repair,Other-relative,White,Male,45,United-States,0,<=50K
43,Private,271807,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,<=50K
23,State-gov,279243,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,0,<=50K
44,Private,188331,Some-college,Separated,Tech-support,Not-in-family,White,Female,38,United-States,0,<=50K
19,Private,300679,Some-college,Never-married,Craft-repair,Own-child,White,Female,40,United-States,0,<=50K
22,Private,189203,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,0,<=50K
50,Private,243322,HS-grad,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,45,United-States,0,<=50K
38,Private,179671,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,48,United-States,0,<=50K
23,Private,208826,Bachelors,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0,<=50K
24,Private,293324,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
45,Private,101825,HS-grad,Widowed,Sales,Unmarried,White,Female,45,United-States,0,<=50K
42,Self-emp-not-inc,336513,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,15024,>50K
29,Private,159479,HS-grad,Married-civ-spouse,Transport-moving,Husband,Other,Male,55,United-States,0,<=50K
42,Private,115085,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,0,<=50K
28,Private,375482,Bachelors,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,<=50K
33,State-gov,374905,10th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,<=50K
28,Private,214026,HS-grad,Divorced,Sales,Unmarried,White,Female,35,United-States,0,<=50K
40,Private,259757,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,<=50K
25,Private,143267,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,48,United-States,0,<=50K
42,Local-gov,221581,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,<=50K
21,Private,112225,Some-college,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,15,United-States,0,<=50K
36,Private,184655,10th,Divorced,Transport-moving,Unmarried,White,Male,48,United-States,0,<=50K
20,Federal-gov,114365,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,<=50K
66,Self-emp-not-inc,190160,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,20,United-States,0,<=50K
46,Private,177633,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,0,>50K
29,Private,180115,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,45,United-States,0,<=50K
59,Private,244554,11th,Divorced,Other-service,Not-in-family,Black,Female,35,United-States,0,<=50K
62,Private,238913,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,24,United-States,2829,<=50K
53,Private,157069,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,>50K
36,Private,37778,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,0,<=50K
35,Private,218542,9th,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,0,<=50K
41,Private,192779,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,40,?,0,<=50K
53,Private,96062,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,-1740,<=50K
40,Private,321856,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,60,United-States,0,>50K
35,Self-emp-not-inc,222450,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,Mexico,0,<=50K
56,Private,147653,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,32,United-States,0,<=50K
48,Private,164423,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,0,<=50K
40,Private,198316,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,>50K
19,Private,43937,Some-college,Never-married,Other-service,Other-relative,White,Female,20,United-States,0,<=50K
56,Federal-gov,208791,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,United-States,0,<=50K
34,Private,182714,HS-grad,Separated,Other-service,Not-in-family,White,Female,35,?,0,<=50K
35,Private,99357,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,15024,>50K
22,Private,256504,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,<=50K
24,Private,88824,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0,<=50K
33,Private,547886,Bachelors,Separated,Exec-managerial,Unmarried,Black,Female,40,United-States,0,<=50K
28,Private,206125,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
23,Private,173851,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,<=50K
26,Private,284078,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,2354,<=50K
22,Private,187052,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,<=50K
67,Private,220283,HS-grad,Divorced,Sales,Not-in-family,White,Female,20,United-States,0,<=50K
79,Self-emp-not-inc,84979,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,20,United-States,0,>50K
18,Private,101795,10th,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,<=50K
18,Private,177648,HS-grad,Never-married,Sales,Own-child,White,Female,25,United-States,0,<=50K
24,Private,203518,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
24,Private,396099,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Female,35,United-States,0,<=50K
18,Private,430930,11th,Never-married,Priv-house-serv,Own-child,White,Female,6,United-States,0,<=50K
19,Private,35865,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Female,35,United-States,0,<=50K
39,Self-emp-not-inc,34111,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,0,<=50K
54,Private,449257,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,<=50K
46,Private,189680,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,>50K
36,Private,358373,HS-grad,Separated,Machine-op-inspct,Not-in-family,Black,Female,36,United-States,0,<=50K
42,Private,390781,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,0,<=50K
42,Local-gov,175674,9th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,<=50K
24,Private,163053,11th,Never-married,Sales,Not-in-family,White,Female,36,United-States,0,<=50K
33,Self-emp-not-inc,37939,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,0,<=50K
73,Federal-gov,142426,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,20,United-States,25124,>50K
46,Private,165402,HS-grad,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,5178,>50K
35,Private,238980,Some-college,Never-married,Sales,Not-in-family,White,Male,40,United-States,0,<=50K
39,Private,240468,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,42,United-States,0,<=50K
42,Private,272910,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0,<=50K
35,Private,105994,11th,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0,<=50K
52,Private,118025,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,99999,>50K
58,Private,31532,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
47,Self-emp-inc,156728,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,0,<=50K
32,Private,151773,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,<=50K
41,Private,187881,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,3942,<=50K
39,Private,67433,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,32,United-States,4650,<=50K
47,Private,151584,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,7688,>50K
45,Private,105431,HS-grad,Divorced,Farming-fishing,Unmarried,Black,Female,39,United-States,0,<=50K
63,Federal-gov,154675,HS-grad,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,0,<=50K
34,Private,209900,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,15,United-States,0,<=50K
27,Private,332187,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,65,United-States,0,<=50K
60,Private,40856,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,United-States,-1741,<=50K
30,Private,101266,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,<=50K
20,Private,212668,Some-college,Never-married,Sales,Own-child,White,Female,30,United-States,0,<=50K
29,Private,184806,Prof-school,Never-married,Prof-specialty,Other-relative,White,Male,50,United-States,0,<=50K
73,Private,192740,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,0,<=50K
33,Private,176992,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
36,?,504871,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,>50K
31,Private,117659,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,>50K
49,Private,259087,Some-college,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,0,<=50K
49,Private,129513,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0,>50K
48,Self-emp-not-inc,221464,11th,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,United-States,0,>50K
47,Private,230136,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,60,United-States,0,>50K
35,?,35854,Some-college,Never-married,?,Own-child,White,Female,40,United-States,0,<=50K
28,Private,138054,Assoc-acdm,Never-married,Other-service,Not-in-family,Other,Male,40,United-States,0,<=50K
56,Self-emp-not-inc,258752,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,<=50K
52,Private,267583,10th,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,0,<=50K
30,Private,129707,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,-1848,>50K
23,Private,386705,Some-college,Never-married,Adm-clerical,Own-child,White,Male,24,United-States,0,<=50K
51,?,209794,HS-grad,Married-civ-spouse,?,Wife,White,Female,3,United-States,0,>50K
52,Private,113843,Some-college,Divorced,Other-service,Unmarried,White,Female,45,United-States,0,<=50K
42,Self-emp-not-inc,303044,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,Cambodia,0,>50K
50,Private,48358,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,7688,>50K
21,Private,138580,12th,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0,<=50K
42,Self-emp-inc,201495,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,>50K
27,Private,122038,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,0,<=50K
26,Private,217517,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,2885,<=50K
28,Self-emp-not-inc,183523,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Hungary,0,<=50K
26,Private,342953,HS-grad,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,0,<=50K
42,Local-gov,263871,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,United-States,0,<=50K
27,Private,213921,Some-college,Never-married,Handlers-cleaners,Other-relative,White,Male,30,Mexico,0,<=50K
61,Private,313170,HS-grad,Widowed,Craft-repair,Not-in-family,White,Male,40,United-States,0,<=50K
56,Self-emp-not-inc,115422,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0,<=50K
50,Self-emp-inc,190333,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,99999,>50K
50,Local-gov,259377,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,15024,>50K
18,?,191117,11th,Never-married,?,Own-child,White,Male,25,United-States,0,<=50K
42,Private,161510,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,7298,>50K
51,Self-emp-inc,162327,11th,Divorced,Sales,Not-in-family,White,Male,40,United-States,0,<=50K
17,Private,566049,10th,Never-married,Other-service,Own-child,White,Male,8,United-States,0,<=50K
33,Self-emp-not-inc,190027,Masters,Never-married,Exec-managerial,Not-in-family,Black,Female,70,United-States,0,>50K
34,Private,167474,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,<=50K
38,Private,184801,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0,>50K
20,Private,39478,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,70,United-States,0,<=50K
26,Private,136309,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,50,United-States,0,<=50K
22,Private,246965,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,12,United-States,0,<=50K
27,Private,428030,Bachelors,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0,<=50K
38,Private,108293,Assoc-voc,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,0,<=50K
47,Private,114459,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,>50K
31,Private,73514,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,40,United-States,0,<=50K
65,Federal-gov,44807,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,United-States,0,>50K
23,Private,237720,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,38,United-States,0,<=50K
18,Self-emp-inc,352640,Some-college,Never-married,Adm-clerical,Own-child,White,Female,20,United-States,0,<=50K
34,Private,190027,HS-grad,Separated,Tech-support,Unmarried,Black,Female,35,United-States,0,<=50K
23,Private,162282,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,<=50K
37,Private,104359,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,<=50K
41,Private,191814,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,White,Male,40,United-States,0,<=50K
38,Self-emp-inc,115487,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States,0,<=50K
38,Private,150057,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Poland,0,<=50K
21,Private,214542,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,22,United-States,0,<=50K
34,Private,191385,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,0,<=50K
30,Private,243867,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Male,45,United-States,0,<=50K
52,Private,232024,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,60,United-States,0,<=50K
19,Private,574271,Some-college,Never-married,Sales,Own-child,White,Male,35,United-States,0,<=50K
25,State-gov,117833,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,19,United-States,0,<=50K
40,Private,346964,HS-grad,Divorced,Tech-support,Unmarried,White,Female,40,United-States,0,<=50K
23,?,134997,Some-college,Separated,?,Unmarried,White,Female,20,United-States,0,<=50K
46,State-gov,102628,Masters,Widowed,Protective-serv,Unmarried,White,Male,40,United-States,0,<=50K
60,?,131852,5th-6th,Married-civ-spouse,?,Husband,White,Male,30,United-States,0,>50K
41,Private,168071,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,7298,>50K
43,Self-emp-not-inc,349341,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,60,United-States,0,<=50K
23,Private,217169,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0,<=50K
